Id,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice
1044.0,527451290.0,160.0,RM,21.0,1680.0,Pave,NA,4.0,Lvl,4.0,Inside,3.0,BrDale,Norm,Norm,Twnhs,2Story,6.0,5.0,1971.0,1971.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,232.0,3.0,3.0,CBlock,3.0,3.0,1.0,5.0,387.0,1.0,0.0,96.0,483.0,GasA,3.0,1.0,5.0,483.0,504.0,0.0,987.0,0.0,0.0,1.0,1.0,2.0,1.0,3.0,4.0,8.0,0.0,0.0,Detchd,1971.0,1.0,1.0,264.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,7.0,2008.0,COD,85400.0
2752.0,906380150.0,20.0,RL,64.0,7488.0,Pave,NA,3.0,Lvl,4.0,Inside,3.0,CollgCr,Norm,Norm,1Fam,1Story,7.0,5.0,2005.0,2005.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,4.0,3.0,PConc,4.0,3.0,3.0,6.0,393.0,1.0,0.0,815.0,1208.0,GasA,5.0,1.0,5.0,1208.0,0.0,0.0,1208.0,0.0,0.0,2.0,0.0,2.0,1.0,4.0,6.0,8.0,0.0,0.0,Attchd,2005.0,2.0,2.0,632.0,3.0,3.0,3.0,105.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,2.0,2006.0,WD ,183600.0
807.0,906226060.0,70.0,RL,120.0,26400.0,Pave,NA,4.0,Bnk,4.0,FR2,3.0,SawyerW,Feedr,Norm,1Fam,2Story,5.0,7.0,1880.0,2007.0,Gable,CompShg,HdBoard,HdBoard,None,0.0,4.0,3.0,PConc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GasA,5.0,1.0,5.0,1288.0,728.0,0.0,2016.0,0.0,0.0,1.0,0.0,4.0,1.0,3.0,7.0,5.0,1.0,3.0,Attchd,1900.0,1.0,2.0,576.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,6.0,2009.0,WD ,131000.0
1177.0,533236070.0,160.0,FV,24.0,2645.0,Pave,Pave,4.0,Lvl,4.0,Inside,3.0,Somerst,Norm,Norm,Twnhs,2Story,8.0,5.0,1999.0,2000.0,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,4.0,3.0,PConc,4.0,3.0,1.0,6.0,813.0,1.0,0.0,147.0,960.0,GasA,5.0,1.0,5.0,962.0,645.0,0.0,1607.0,1.0,0.0,2.0,1.0,3.0,1.0,4.0,7.0,8.0,0.0,0.0,Detchd,2000.0,1.0,2.0,480.0,3.0,3.0,3.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,12.0,2008.0,ConLD,200000.0
1480.0,907418040.0,20.0,RL,74.0,9627.0,Pave,NA,4.0,Lvl,4.0,Inside,3.0,CollgCr,Norm,Norm,1Fam,1Story,7.0,5.0,2007.0,2007.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,4.0,3.0,PConc,4.0,3.0,3.0,6.0,24.0,1.0,0.0,1327.0,1351.0,GasA,5.0,1.0,5.0,1361.0,0.0,0.0,1361.0,0.0,0.0,2.0,0.0,3.0,1.0,4.0,6.0,8.0,0.0,0.0,Attchd,2007.0,2.0,2.0,610.0,3.0,3.0,3.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,6.0,2008.0,WD ,193000.0
324.0,923202105.0,20.0,RL,93.0,10114.0,Pave,NA,4.0,Lvl,4.0,Inside,3.0,Mitchel,Norm,Norm,1Fam,1Story,5.0,5.0,2004.0,2005.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,3.0,3.0,PConc,5.0,3.0,3.0,1.0,0.0,1.0,0.0,1430.0,1430.0,GasA,5.0,1.0,5.0,1430.0,0.0,0.0,1430.0,0.0,0.0,2.0,0.0,3.0,1.0,4.0,7.0,8.0,0.0,0.0,Attchd,2004.0,2.0,2.0,624.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,3.0,2010.0,WD ,173500.0
1311.0,902301140.0,70.0,RM,34.0,4571.0,Pave,Grvl,4.0,Lvl,4.0,Inside,3.0,OldTown,Norm,Norm,1Fam,2Story,5.0,5.0,1916.0,1950.0,Gable,CompShg,AsbShng,AsbShng,None,0.0,3.0,3.0,BrkTil,3.0,3.0,1.0,1.0,0.0,1.0,0.0,624.0,624.0,GasA,2.0,0.0,5.0,624.0,720.0,0.0,1344.0,0.0,0.0,1.0,0.0,4.0,1.0,3.0,7.0,8.0,0.0,0.0,Detchd,1916.0,1.0,3.0,513.0,2.0,2.0,3.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,5.0,2008.0,COD,98000.0
770.0,905101490.0,20.0,RL,80.0,8816.0,Pave,NA,4.0,Lvl,4.0,Corner,3.0,Sawyer,Feedr,Norm,1Fam,1Story,5.0,6.0,1963.0,1963.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,3.0,3.0,PConc,3.0,3.0,1.0,3.0,651.0,1.0,0.0,470.0,1121.0,GasA,3.0,1.0,5.0,1121.0,0.0,0.0,1121.0,1.0,0.0,1.0,0.0,3.0,1.0,3.0,5.0,8.0,0.0,0.0,Detchd,1963.0,1.0,2.0,480.0,3.0,3.0,3.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,3.0,NA,0.0,6.0,2009.0,WD ,139000.0
2063.0,905107140.0,20.0,RL,71.0,8197.0,Pave,NA,4.0,Lvl,4.0,Inside,3.0,Sawyer,Norm,Norm,1Fam,1Story,6.0,5.0,1977.0,1977.0,Gable,CompShg,Plywood,Plywood,BrkFace,148.0,3.0,3.0,CBlock,3.0,3.0,1.0,1.0,0.0,1.0,0.0,660.0,660.0,GasA,5.0,1.0,5.0,1285.0,0.0,0.0,1285.0,0.0,0.0,1.0,1.0,3.0,1.0,3.0,7.0,8.0,1.0,3.0,Attchd,1977.0,2.0,2.0,528.0,3.0,3.0,3.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,NA,0.0,4.0,2007.0,WD ,143500.0
69.0,528458070.0,60.0,FV,72.0,8640.0,Pave,NA,4.0,Lvl,4.0,Inside,3.0,Somerst,Norm,Norm,1Fam,2Story,7.0,5.0,2009.0,2009.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,3.0,3.0,PConc,4.0,3.0,2.0,6.0,24.0,1.0,0.0,732.0,756.0,GasA,5.0,1.0,5.0,764.0,783.0,0.0,1547.0,0.0,0.0,2.0,1.0,3.0,1.0,4.0,7.0,8.0,0.0,0.0,Attchd,2009.0,1.0,2.0,614.0,3.0,3.0,3.0,169.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,6.0,2010.0,Con,215200.0
2062.0,905106150.0,20.0,RL,109.0,8724.0,Pave,NA,4.0,Lvl,4.0,Inside,3.0,Sawyer,Norm,Norm,1Fam,1Story,5.0,5.0,1968.0,1968.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,3.0,3.0,CBlock,4.0,3.0,1.0,4.0,492.0,1.0,0.0,402.0,894.0,GasA,4.0,1.0,5.0,894.0,0.0,0.0,894.0,0.0,0.0,1.0,0.0,3.0,1.0,3.0,5.0,8.0,1.0,1.0,Attchd,1968.0,3.0,2.0,450.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,5.0,2007.0,WD ,129000.0
351.0,527131030.0,120.0,RL,40.0,5664.0,Pave,NA,3.0,Lvl,4.0,Inside,3.0,StoneBr,Norm,Norm,TwnhsE,1Story,8.0,5.0,2000.0,2000.0,Gable,CompShg,CemntBd,CemntBd,None,0.0,4.0,3.0,PConc,4.0,3.0,1.0,6.0,1158.0,1.0,0.0,343.0,1501.0,GasA,5.0,1.0,5.0,1659.0,0.0,0.0,1659.0,1.0,0.0,2.0,0.0,2.0,1.0,5.0,5.0,8.0,1.0,5.0,Attchd,2000.0,3.0,2.0,499.0,3.0,3.0,3.0,212.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,10.0,2009.0,WD ,278000.0
2393.0,528142010.0,60.0,RL,103.0,12867.0,Pave,NA,3.0,Lvl,4.0,Corner,3.0,NridgHt,Norm,Norm,1Fam,2Story,8.0,5.0,2005.0,2006.0,Gable,CompShg,CemntBd,CemntBd,,,4.0,3.0,PConc,5.0,3.0,3.0,1.0,0.0,1.0,0.0,1209.0,1209.0,GasA,5.0,1.0,5.0,1209.0,1044.0,0.0,2253.0,0.0,0.0,2.0,1.0,3.0,1.0,5.0,8.0,8.0,1.0,4.0,Attchd,2005.0,3.0,2.0,575.0,3.0,3.0,3.0,243.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,7.0,2006.0,New,344133.0
12.0,527165230.0,20.0,RL,,7980.0,Pave,NA,3.0,Lvl,4.0,Inside,3.0,Gilbert,Norm,Norm,1Fam,1Story,6.0,7.0,1992.0,2007.0,Gable,CompShg,HdBoard,HdBoard,None,0.0,3.0,4.0,PConc,4.0,3.0,1.0,5.0,935.0,1.0,0.0,233.0,1168.0,GasA,5.0,1.0,5.0,1187.0,0.0,0.0,1187.0,1.0,0.0,2.0,0.0,3.0,1.0,3.0,6.0,8.0,0.0,0.0,Attchd,1992.0,3.0,2.0,420.0,3.0,3.0,3.0,483.0,21.0,0.0,0.0,0.0,0.0,0.0,4.0,Shed,500.0,3.0,2010.0,WD ,185000.0
2339.0,527250040.0,190.0,RL,100.0,34650.0,Pave,NA,4.0,Bnk,4.0,Inside,3.0,Gilbert,Norm,Norm,2fmCon,1Story,5.0,5.0,1955.0,1955.0,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3.0,3.0,CBlock,3.0,3.0,2.0,3.0,1056.0,1.0,0.0,0.0,1056.0,GasA,3.0,0.0,5.0,1056.0,0.0,0.0,1056.0,1.0,0.0,1.0,0.0,3.0,1.0,3.0,5.0,8.0,0.0,0.0,Attchd,1955.0,3.0,2.0,572.0,3.0,3.0,3.0,264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,1.0,2006.0,WD ,145000.0
624.0,535104120.0,20.0,RL,92.0,10573.0,Pave,NA,3.0,Lvl,4.0,Corner,3.0,NAmes,Norm,Norm,1Fam,1Story,6.0,6.0,1961.0,1961.0,Hip,CompShg,MetalSd,MetalSd,BrkFace,3.0,3.0,3.0,CBlock,3.0,3.0,1.0,3.0,1312.0,1.0,0.0,141.0,1453.0,GasA,5.0,1.0,5.0,1453.0,0.0,0.0,1453.0,1.0,0.0,2.0,0.0,3.0,1.0,3.0,6.0,8.0,1.0,3.0,Attchd,1961.0,2.0,2.0,530.0,3.0,3.0,3.0,0.0,49.0,0.0,0.0,288.0,0.0,0.0,4.0,NA,0.0,4.0,2009.0,WD ,187500.0
86.0,532376160.0,20.0,RL,65.0,8450.0,Pave,NA,4.0,Lvl,4.0,Inside,3.0,Sawyer,RRAe,Norm,1Fam,1Story,5.0,8.0,1965.0,2009.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,3.0,4.0,CBlock,3.0,3.0,1.0,6.0,553.0,4.0,117.0,224.0,894.0,GasA,5.0,1.0,5.0,894.0,0.0,0.0,894.0,1.0,0.0,1.0,0.0,3.0,1.0,3.0,5.0,8.0,1.0,4.0,Detchd,1973.0,1.0,1.0,336.0,3.0,3.0,3.0,416.0,144.0,0.0,0.0,0.0,0.0,0.0,3.0,NA,0.0,4.0,2010.0,WD ,138500.0
1534.0,909277040.0,50.0,RL,,11700.0,Pave,Grvl,3.0,HLS,4.0,Inside,2.0,Crawfor,Norm,Norm,1Fam,1.5Fin,5.0,6.0,1937.0,1995.0,Gable,CompShg,WdShing,WdShing,None,0.0,3.0,3.0,CBlock,3.0,3.0,1.0,4.0,606.0,1.0,0.0,336.0,942.0,GasA,5.0,1.0,5.0,1265.0,673.0,0.0,1938.0,0.0,0.0,2.0,0.0,4.0,1.0,4.0,7.0,6.0,1.0,4.0,Detchd,1937.0,1.0,1.0,240.0,3.0,3.0,3.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,7.0,2008.0,WD ,198000.0
2243.0,911103060.0,190.0,C (all),75.0,8250.0,Pave,NA,4.0,Lvl,4.0,Inside,3.0,IDOTRR,Feedr,Norm,2fmCon,2Story,5.0,6.0,1895.0,2006.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,3.0,4.0,CBlock,3.0,3.0,1.0,1.0,0.0,1.0,0.0,957.0,957.0,GasA,2.0,0.0,5.0,1034.0,957.0,0.0,1991.0,0.0,0.0,2.0,0.0,4.0,2.0,3.0,9.0,8.0,0.0,0.0,NA,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,133.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,6.0,2007.0,WD ,119600.0
1957.0,535450190.0,50.0,RL,60.0,8064.0,Pave,NA,4.0,Lvl,4.0,Corner,3.0,NAmes,Artery,Norm,1Fam,1.5Fin,5.0,7.0,1949.0,2006.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,3.0,4.0,CBlock,3.0,3.0,2.0,1.0,0.0,1.0,0.0,672.0,672.0,GasA,5.0,1.0,5.0,672.0,252.0,0.0,924.0,0.0,0.0,1.0,0.0,3.0,1.0,3.0,6.0,8.0,1.0,1.0,Detchd,2003.0,1.0,2.0,576.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Shed,2000.0,7.0,2007.0,WD ,122900.0
380.0,527355150.0,20.0,RL,80.0,9600.0,Pave,NA,4.0,Lvl,4.0,Inside,3.0,NWAmes,PosN,Norm,1Fam,1Story,8.0,5.0,1981.0,1981.0,Hip,WdShngl,BrkFace,BrkFace,None,0.0,4.0,3.0,PConc,4.0,3.0,1.0,5.0,1104.0,1.0,0.0,1420.0,2524.0,GasA,3.0,1.0,5.0,2524.0,0.0,0.0,2524.0,1.0,0.0,2.0,1.0,4.0,1.0,4.0,9.0,8.0,1.0,4.0,Attchd,1981.0,3.0,2.0,542.0,3.0,3.0,3.0,474.0,120.0,0.0,0.0,0.0,0.0,0.0,3.0,NA,0.0,7.0,2009.0,WD ,278000.0
2860.0,909276010.0,70.0,RL,,11435.0,Pave,NA,3.0,HLS,4.0,Corner,2.0,Crawfor,Norm,Norm,1Fam,2Story,8.0,7.0,1929.0,1950.0,Gable,CompShg,BrkFace,Stucco,None,0.0,3.0,3.0,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,792.0,792.0,GasA,2.0,1.0,5.0,792.0,725.0,0.0,1517.0,0.0,0.0,1.0,0.0,3.0,1.0,4.0,7.0,8.0,2.0,4.0,Detchd,1931.0,1.0,2.0,400.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,6.0,2006.0,WD ,230000.0
2517.0,533250130.0,120.0,RL,30.0,9549.0,Pave,NA,3.0,Lvl,4.0,CulDSac,3.0,Veenker,Norm,Norm,TwnhsE,1Story,8.0,5.0,1995.0,1996.0,Hip,CompShg,BrkFace,BrkFace,None,0.0,4.0,4.0,PConc,4.0,4.0,3.0,2.0,437.0,6.0,1057.0,0.0,1494.0,GasA,5.0,1.0,5.0,1494.0,0.0,0.0,1494.0,1.0,0.0,1.0,1.0,2.0,1.0,5.0,6.0,8.0,1.0,4.0,Attchd,1995.0,3.0,2.0,481.0,3.0,3.0,3.0,0.0,30.0,0.0,0.0,216.0,0.0,0.0,0.0,NA,0.0,4.0,2006.0,WD ,270000.0
1933.0,535302070.0,20.0,RL,60.0,10950.0,Pave,NA,4.0,Lvl,4.0,Inside,3.0,NAmes,Norm,Norm,1Fam,1Story,6.0,6.0,1952.0,1952.0,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3.0,3.0,CBlock,3.0,3.0,1.0,5.0,441.0,1.0,0.0,507.0,948.0,GasA,3.0,1.0,5.0,948.0,0.0,0.0,948.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,5.0,8.0,0.0,0.0,Detchd,1952.0,1.0,2.0,410.0,3.0,3.0,1.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,4.0,2007.0,WD ,125000.0
820.0,906340110.0,20.0,RL,79.0,10637.0,Pave,NA,4.0,Lvl,4.0,Inside,3.0,CollgCr,Norm,Norm,1Fam,1Story,8.0,5.0,2007.0,2008.0,Hip,CompShg,VinylSd,VinylSd,Stone,336.0,4.0,3.0,PConc,5.0,3.0,4.0,6.0,1288.0,1.0,0.0,417.0,1705.0,GasA,5.0,1.0,5.0,1718.0,0.0,0.0,1718.0,1.0,0.0,2.0,0.0,3.0,1.0,4.0,7.0,8.0,1.0,4.0,Attchd,2007.0,2.0,3.0,826.0,3.0,3.0,3.0,208.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,9.0,2009.0,WD ,297000.0
675.0,535426150.0,20.0,RL,80.0,9000.0,Pave,NA,3.0,HLS,4.0,Inside,2.0,NAmes,Norm,Norm,1Fam,1Story,6.0,6.0,1958.0,1958.0,Flat,Tar&Grv,Wd Sdng,Wd Sdng,BrkFace,82.0,3.0,3.0,CBlock,4.0,3.0,4.0,1.0,0.0,1.0,0.0,160.0,160.0,GasA,2.0,1.0,5.0,1142.0,0.0,0.0,1142.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,5.0,8.0,1.0,4.0,Basment,1958.0,2.0,1.0,384.0,3.0,3.0,3.0,0.0,28.0,64.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,4.0,2009.0,WD ,113500.0
2910.0,923225240.0,160.0,RM,41.0,2665.0,Pave,NA,4.0,Lvl,4.0,Inside,3.0,MeadowV,Norm,Norm,TwnhsE,2Story,5.0,6.0,1977.0,1977.0,Gable,CompShg,CemntBd,CemntBd,None,0.0,3.0,3.0,PConc,3.0,3.0,1.0,5.0,548.0,3.0,173.0,36.0,757.0,GasA,5.0,1.0,5.0,925.0,550.0,0.0,1475.0,0.0,0.0,2.0,0.0,4.0,1.0,3.0,6.0,8.0,1.0,3.0,Attchd,1977.0,2.0,1.0,336.0,3.0,3.0,3.0,104.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,7.0,2006.0,WD ,127000.0
